timestamp,altitude,azimuth,distance,ra,dec,elongation,temperature,pressure,main_compounds,notes
2025-05-20T10:51:47.420204,45.2,225.7,0.72,12.5,-5.2,36.5,230.5,0.92,CO2,N2,SO2,Standard conditions
2025-05-20T11:51:47.420204,45.2,225.7,0.72,12.5,-5.2,36.5,230.5,0.92,CO2,N2,SO2,Standard conditions
2025-05-20T12:51:47.420204,45.2,225.7,0.72,12.5,-5.2,36.5,230.5,0.92,CO2,N2,SO2,Standard conditions
2025-05-20T13:51:47.420204,45.2,225.7,0.72,12.5,-5.2,36.5,230.5,0.92,CO2,N2,SO2,Standard conditions
2025-05-20T14:51:47.420204,45.2,225.7,0.72,12.5,-5.2,36.5,230.5,0.92,CO2,N2,SO2,Standard conditions
2025-05-20T15:51:47.420204,45.2,225.7,0.72,12.5,-5.2,36.5,230.5,0.92,CO2,N2,SO2,Standard conditions
2025-05-20T16:51:47.420204,45.2,225.7,0.72,12.5,-5.2,36.5,230.5,0.92,CO2,N2,SO2,Standard conditions
2025-05-20T17:51:47.420204,45.2,225.7,0.72,12.5,-5.2,36.5,230.5,0.92,CO2,N2,SO2,Standard conditions
2025-05-20T18:51:47.420204,45.2,225.7,0.72,12.5,-5.2,36.5,230.5,0.92,CO2,N2,SO2,Standard conditions
2025-05-20T19:51:47.420204,45.2,225.7,0.72,12.5,-5.2,36.5,230.5,0.92,CO2,N2,SO2,Standard conditions
2025-05-20T20:51:47.420204,45.2,225.7,0.72,12.5,-5.2,36.5,230.5,0.92,CO2,N2,SO2,Standard conditions
2025-05-20T21:51:47.420204,45.2,225.7,0.72,12.5,-5.2,36.5,230.5,0.92,CO2,N2,SO2,Standard conditions
2025-05-20T22:51:47.420204,45.2,225.7,0.72,12.5,-5.2,36.5,230.5,0.92,CO2,N2,SO2,Standard conditions
2025-05-20T23:51:47.420204,45.2,225.7,0.72,12.5,-5.2,36.5,230.5,0.92,CO2,N2,SO2,Standard conditions
2025-05-21T00:51:47.420204,45.2,225.7,0.72,12.5,-5.2,36.5,230.5,0.92,CO2,N2,SO2,Standard conditions
2025-05-21T01:51:47.420204,45.2,225.7,0.72,12.5,-5.2,36.5,230.5,0.92,CO2,N2,SO2,Standard conditions
2025-05-21T02:51:47.420204,45.2,225.7,0.72,12.5,-5.2,36.5,230.5,0.92,CO2,N2,SO2,Standard conditions
2025-05-21T03:51:47.420204,45.2,225.7,0.72,12.5,-5.2,36.5,230.5,0.92,CO2,N2,SO2,Standard conditions
2025-05-21T04:51:47.420204,45.2,225.7,0.72,12.5,-5.2,36.5,230.5,0.92,CO2,N2,SO2,Standard conditions
2025-05-21T05:51:47.420204,45.2,225.7,0.72,12.5,-5.2,36.5,230.5,0.92,CO2,N2,SO2,Standard conditions
2025-05-21T06:51:47.420204,45.2,225.7,0.72,12.5,-5.2,36.5,230.5,0.92,CO2,N2,SO2,Standard conditions
2025-05-21T07:51:47.420204,45.2,225.7,0.72,12.5,-5.2,36.5,230.5,0.92,CO2,N2,SO2,Standard conditions
2025-05-21T08:51:47.420204,45.2,225.7,0.72,12.5,-5.2,36.5,230.5,0.92,CO2,N2,SO2,Standard conditions
2025-05-21T09:51:47.420204,45.2,225.7,0.72,12.5,-5.2,36.5,230.5,0.92,CO2,N2,SO2,Standard conditions
2025-05-21T10:51:47.420204,45.2,225.7,0.72,12.5,-5.2,36.5,230.5,0.92,CO2,N2,SO2,Standard conditions
