timestamp,altitude,azimuth,distance,ra,dec,elongation,temperature,pressure,main_compounds,notes
2025-05-19T22:53:28.323766,48.75,221.25,0.7292,13.42,-3.37,35.83,213.83,1.00,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T22:54:28.323766,48.75,221.25,0.7292,13.42,-3.37,35.83,213.83,1.00,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T22:55:28.323766,48.75,221.25,0.7292,13.42,-3.37,35.83,213.83,1.00,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T22:56:28.323766,48.75,221.25,0.7292,13.42,-3.37,35.83,213.83,1.00,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T22:57:28.323766,48.75,221.25,0.7292,13.42,-3.37,35.83,213.83,1.00,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T22:58:28.323766,48.75,221.25,0.7292,13.42,-3.37,35.83,213.83,1.00,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T22:59:28.323766,48.75,221.25,0.7292,13.42,-3.37,35.83,213.83,1.00,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T23:00:28.323766,49.38,223.12,0.7296,13.46,-3.28,35.42,212.17,1.01,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T23:01:28.323766,49.38,223.12,0.7296,13.46,-3.28,35.42,212.17,1.01,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T23:02:28.323766,49.38,223.12,0.7296,13.46,-3.28,35.42,212.17,1.01,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T23:03:28.323766,49.38,223.12,0.7296,13.46,-3.28,35.42,212.17,1.01,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T23:04:28.323766,49.38,223.12,0.7296,13.46,-3.28,35.42,212.17,1.01,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T23:05:28.323766,49.38,223.12,0.7296,13.46,-3.28,35.42,212.17,1.01,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T23:06:28.323766,49.38,223.12,0.7296,13.46,-3.28,35.42,212.17,1.01,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T23:07:28.323766,49.38,223.12,0.7296,13.46,-3.28,35.42,212.17,1.01,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T23:08:28.323766,49.38,223.12,0.7296,13.46,-3.28,35.42,212.17,1.01,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T23:09:28.323766,49.38,223.12,0.7296,13.46,-3.28,35.42,212.17,1.01,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T23:10:28.323766,49.38,223.12,0.7296,13.46,-3.28,35.42,212.17,1.01,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T23:11:28.323766,49.38,223.12,0.7296,13.46,-3.28,35.42,212.17,1.01,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T23:12:28.323766,49.38,223.12,0.7296,13.46,-3.28,35.42,212.17,1.01,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T23:13:28.323766,49.38,223.12,0.7296,13.46,-3.28,35.42,212.17,1.01,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T23:14:28.323766,49.38,223.12,0.7296,13.46,-3.28,35.42,212.17,1.01,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T23:15:28.323766,49.38,223.12,0.7296,13.46,-3.28,35.42,212.17,1.01,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T23:16:28.323766,49.38,223.12,0.7296,13.46,-3.28,35.42,212.17,1.01,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T23:17:28.323766,49.38,223.12,0.7296,13.46,-3.28,35.42,212.17,1.01,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T23:18:28.323766,49.38,223.12,0.7296,13.46,-3.28,35.42,212.17,1.01,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T23:19:28.323766,49.38,223.12,0.7296,13.46,-3.28,35.42,212.17,1.01,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T23:20:28.323766,49.38,223.12,0.7296,13.46,-3.28,35.42,212.17,1.01,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T23:21:28.323766,49.38,223.12,0.7296,13.46,-3.28,35.42,212.17,1.01,CO2,N2,SO2,Unusual thermal gradient observed
2025-05-19T23:22:28.323766,49.38,223.12,0.7296,13.46,-3.28,35.42,212.17,1.01,CO2,N2,SO2,Unusual thermal gradient observed
